"Statistic Name","Statistic Type","Database Data Type","Database Category","Database Identifier","Rep 1","Rep 2","Rep 3","Rep 4","Rep 5","Rep 6","Rep 7","Rep 8","Rep 9","Rep 10"
"Maq Colagem.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Maq Colagem",0.7641667299808,0.760189728733279,0.761130853885088,0.760614547907908,0.755590501495256,0.758147898109388,0.759453567512442,0.765250534988634,0.746543362672073,0.757109613099695
"Maq Colagem.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Maq Colagem",1,1,1,1,1,1,1,1,1,1
"Maq Colagem.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Maq Colagem",0.7641667299808,0.760189728733279,0.761130853885088,0.760614547907908,0.755590501495256,0.758147898109388,0.759453567512442,0.765250534988634,0.746543362672073,0.757109613099695
"Maq Corte.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Maq Corte",0.961411421515566,0.94043674176552,0.945325006599292,0.956937300390193,0.953023872648844,0.960117645649428,0.943537729067816,0.97034614438917,0.962805169749494,0.951384794605386
"Maq Corte.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Maq Corte",1,1,1,1,1,1,1,1,1,1
"Maq Corte.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Maq Corte",0.961411421515566,0.94043674176552,0.945325006599292,0.956937300390193,0.953023872648844,0.960117645649428,0.943537729067816,0.97034614438917,0.962805169749494,0.951384794605386
"Operador Inspecao.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Operador Inspecao",0.758126919993669,0.743047077987848,0.761325078006477,0.760125683471825,0.753435688997887,0.752125430024733,0.760910811202678,0.756577250682129,0.747981106583153,0.752016346943952
"Operador Inspecao.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Operador Inspecao",1,1,1,1,1,1,1,1,1,1
"Operador Inspecao.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Operador Inspecao",0.758126919993669,0.743047077987848,0.761325078006477,0.760125683471825,0.753435688997887,0.752125430024733,0.760910811202678,0.756577250682129,0.747981106583153,0.752016346943952
"Setup Corte.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Setup Corte.Queue",4.35741917380198E-02,2.35256956324293E-02,3.34559260411959E-02,3.40769156231678E-02,3.23595875728869E-02,5.78826994583135E-02,0.030113435075286,8.36924002209499E-02,0.127936377853031,2.45900426300701E-02
"Setup Corte.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Setup Corte.Queue",0.037349307204017,2.01648819706537E-02,2.86765080353108E-02,2.92087848198581E-02,2.77367893481887E-02,4.96137423928401E-02,2.58115157788166E-02,7.17363430465285E-02,0.109659752445455,0.021077179397203
"Tempo no Sistema","TALLY AVERAGE","Interval","User Specified","Tempo no Sistema",15.5367258335102,15.4762312080793,15.5601865418684,15.540928893489,15.5060647697844,15.4351219641716,15.4914206052742,15.5838589757794,15.4384298289694,15.480687267239
