"Statistic Name","Statistic Type","Database Data Type","Database Category","Database Identifier","Rep 1","Rep 2","Rep 3","Rep 4","Rep 5","Rep 6","Rep 7","Rep 8","Rep 9","Rep 10"
"Moedas.TranTime","TALLY AVERAGE","Transfer Time","Entity","Moedas",0,0,0,0,0,0,0,0,0,0
"Moedas.VATime","TALLY AVERAGE","VA Time","Entity","Moedas",8.51198227896734,8.70055175851534,8.65908650961369,8.48059461444989,8.62878392277644,8.31861748256034,8.71161555750959,8.85807910740859,8.60532065021233,8.72876400752324
"Moedas.WaitTime","TALLY AVERAGE","Wait Time","Entity","Moedas",579.156637735811,600.173623034935,578.207950837956,568.378605883644,602.057119676346,566.443680080162,620.476387516478,604.486874804454,574.436069351073,582.471610450747
"Moedas.WIP","DSTAT AVERAGE","WIP","Entity","Moedas",588.452137136082,594.081030888869,587.238586424545,576.077660211691,602.522262102247,574.039001059282,606.086675261873,600.719413672994,580.703445885542,589.320154464036
"Prensa Cara.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Prensa Cara",0.887220414991462,0.961804932903434,0.91264961679907,0.934136612320261,0.892803217686414,0.946198804605638,0.956398730736898,0.929633730698563,0.890795522239848,0.904616227196873
"Prensa Cara.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Prensa Cara",1,1,1,1,1,1,1,1,1,1
"Prensa Cara.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Prensa Cara",0.887220414991462,0.961804932903434,0.91264961679907,0.934136612320261,0.892803217686414,0.946198804605638,0.956398730736898,0.929633730698563,0.890795522239848,0.904616227196873
"Prensa Coroa.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Prensa Coroa",0.926781758286997,0.901431275752586,0.88046497784483,0.882690683996371,0.875124764114621,0.873363261228608,0.91371944098665,0.898663529608141,0.920756436889559,0.894474029079296
"Prensa Coroa.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Prensa Coroa",1,1,1,1,1,1,1,1,1,1
"Prensa Coroa.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Prensa Coroa",0.926781758286997,0.901431275752586,0.88046497784483,0.882690683996371,0.875124764114621,0.873363261228608,0.91371944098665,0.898663529608141,0.920756436889559,0.894474029079296
"Segurar Demanda.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Segurar Demanda.Queue",568.56521911234,574.185276414885,567.357806973786,556.178608670518,582.626398943819,554.150602740303,586.195899280664,580.82613538972,560.803171539759,569.429707630795
"Segurar Demanda.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Segurar Demanda.Queue",554.243698961659,575.104862798322,553.523184335191,544.0715141851,576.422972052767,542.105498261565,594.734599954016,579.195066642103,550.00387378855,557.715284333243
"w","DSTAT AVERAGE","Time Persistent","User Specified","w",19.8869180237416,19.895754473985,19.8807794507604,19.8990515411717,19.8958631584265,19.8883983189783,19.890775981208,19.8932782832756,19.9002743457828,19.8904468332412
